run_idx,step,action,new_item,score,inventory_size,ingredients,final_reward,domain
1,2,"('growth serum', '[growth serum]-[[trout]-[bee]]')","('[growth serum]-[[growth serum]-[[trout]-[bee]]]', 25)",25,5,"[('snake', 0), ('giraffe', 0), ('[growth serum]-[[growth serum]-[[trout]-[bee]]]', 25)]",100,animals
1,3,"('giraffe', '[growth serum]-[[growth serum]-[[trout]-[bee]]]')","('[giraffe]-[[growth serum]-[[growth serum]-[[trout]-[bee]]]]', 30)",30,4,"[('snake', 0), ('[giraffe]-[[growth serum]-[[growth serum]-[[trout]-[bee]]]]', 30)]",100,animals
1,4,"('growth serum', '[giraffe]-[[growth serum]-[[growth serum]-[[trout]-[bee]]]]')","('[growth serum]-[[giraffe]-[[growth serum]-[[growth serum]-[[trout]-[bee]]]]]', 55)",55,4,"[('snake', 0), ('[growth serum]-[[giraffe]-[[growth serum]-[[growth serum]-[[trout]-[bee]]]]]', 55)]",100,animals
1,5,"('mutation catalyst', '[growth serum]-[[giraffe]-[[growth serum]-[[growth serum]-[[trout]-[bee]]]]]')","('[mutation catalyst]-[[growth serum]-[[giraffe]-[[growth serum]-[[growth serum]-[[trout]-[bee]]]]]]', 10)",10,4,"[('snake', 0), ('[mutation catalyst]-[[growth serum]-[[giraffe]-[[growth serum]-[[growth serum]-[[trout]-[bee]]]]]]', 10)]",100,animals
1,6,"('mutation catalyst', '[mutation catalyst]-[[growth serum]-[[giraffe]-[[growth serum]-[[growth serum]-[[trout]-[bee]]]]]]')","('[mutation catalyst]-[[mutation catalyst]-[[growth serum]-[[giraffe]-[[growth serum]-[[growth serum]-[[trout]-[bee]]]]]]]', 100)",100,4,"[('snake', 0), ('[mutation catalyst]-[[mutation catalyst]-[[growth serum]-[[giraffe]-[[growth serum]-[[growth serum]-[[trout]-[bee]]]]]]]', 100)]",100,animals
1,7,,,100,4,"[('snake', 0), ('[mutation catalyst]-[[mutation catalyst]-[[growth serum]-[[giraffe]-[[growth serum]-[[growth serum]-[[trout]-[bee]]]]]]]', 100)]",100,animals
2,0,"('lizard', 'butterfly')","('[lizard]-[butterfly]', 5)",5,5,"[('shark', 0), ('octopus', 0), ('[lizard]-[butterfly]', 5)]",100,animals
2,1,"('growth serum', '[lizard]-[butterfly]')","('[growth serum]-[[lizard]-[butterfly]]', 15)",15,5,"[('shark', 0), ('octopus', 0), ('[growth serum]-[[lizard]-[butterfly]]', 15)]",100,animals
2,2,"('growth serum', '[growth serum]-[[lizard]-[butterfly]]')","('[growth serum]-[[growth serum]-[[lizard]-[butterfly]]]', 25)",25,5,"[('shark', 0), ('octopus', 0), ('[growth serum]-[[growth serum]-[[lizard]-[butterfly]]]', 25)]",100,animals
2,3,"('shark', '[growth serum]-[[growth serum]-[[lizard]-[butterfly]]]')","('[shark]-[[growth serum]-[[growth serum]-[[lizard]-[butterfly]]]]', 30)",30,4,"[('octopus', 0), ('[shark]-[[growth serum]-[[growth serum]-[[lizard]-[butterfly]]]]', 30)]",100,animals
2,4,"('growth serum', '[shark]-[[growth serum]-[[growth serum]-[[lizard]-[butterfly]]]]')","('[growth serum]-[[shark]-[[growth serum]-[[growth serum]-[[lizard]-[butterfly]]]]]', 55)",55,4,"[('octopus', 0), ('[growth serum]-[[shark]-[[growth serum]-[[growth serum]-[[lizard]-[butterfly]]]]]', 55)]",100,animals
2,5,"('mutation catalyst', '[growth serum]-[[shark]-[[growth serum]-[[growth serum]-[[lizard]-[butterfly]]]]]')","('[mutation catalyst]-[[growth serum]-[[shark]-[[growth serum]-[[growth serum]-[[lizard]-[butterfly]]]]]]', 10)",10,4,"[('octopus', 0), ('[mutation catalyst]-[[growth serum]-[[shark]-[[growth serum]-[[growth serum]-[[lizard]-[butterfly]]]]]]', 10)]",100,animals
2,6,"('mutation catalyst', '[mutation catalyst]-[[growth serum]-[[shark]-[[growth serum]-[[growth serum]-[[lizard]-[butterfly]]]]]]')","('[mutation catalyst]-[[mutation catalyst]-[[growth serum]-[[shark]-[[growth serum]-[[growth serum]-[[lizard]-[butterfly]]]]]]]', 100)",100,4,"[('octopus', 0), ('[mutation catalyst]-[[mutation catalyst]-[[growth serum]-[[shark]-[[growth serum]-[[growth serum]-[[lizard]-[butterfly]]]]]]]', 100)]",100,animals
2,7,,,100,4,"[('octopus', 0), ('[mutation catalyst]-[[mutation catalyst]-[[growth serum]-[[shark]-[[growth serum]-[[growth serum]-[[lizard]-[butterfly]]]]]]]', 100)]",100,animals
3,0,"('growth serum', 'bird')","('[growth serum]-[bird]', 5)",5,6,"[('kangaroo', 0), ('shark', 0), ('butterfly', 0), ('[growth serum]-[bird]', 5)]",100,animals
3,1,"('kangaroo', '[growth serum]-[bird]')","('[kangaroo]-[[growth serum]-[bird]]', 10)",10,5,"[('shark', 0), ('butterfly', 0), ('[kangaroo]-[[growth serum]-[bird]]', 10)]",100,animals
3,2,"('growth serum', '[kangaroo]-[[growth serum]-[bird]]')","('[growth serum]-[[kangaroo]-[[growth serum]-[bird]]]', 25)",25,5,"[('shark', 0), ('butterfly', 0), ('[growth serum]-[[kangaroo]-[[growth serum]-[bird]]]', 25)]",100,animals
3,3,"('shark', '[growth serum]-[[kangaroo]-[[growth serum]-[bird]]]')","('[shark]-[[growth serum]-[[kangaroo]-[[growth serum]-[bird]]]]', 30)",30,4,"[('butterfly', 0), ('[shark]-[[growth serum]-[[kangaroo]-[[growth serum]-[bird]]]]', 30)]",100,animals
3,4,"('growth serum', '[shark]-[[growth serum]-[[kangaroo]-[[growth serum]-[bird]]]]')","('[growth serum]-[[shark]-[[growth serum]-[[kangaroo]-[[growth serum]-[bird]]]]]', 55)",55,4,"[('butterfly', 0), ('[growth serum]-[[shark]-[[growth serum]-[[kangaroo]-[[growth serum]-[bird]]]]]', 55)]",100,animals
3,5,"('mutation catalyst', '[growth serum]-[[shark]-[[growth serum]-[[kangaroo]-[[growth serum]-[bird]]]]]')","('[mutation catalyst]-[[growth serum]-[[shark]-[[growth serum]-[[kangaroo]-[[growth serum]-[bird]]]]]]', 10)",10,4,"[('butterfly', 0), ('[mutation catalyst]-[[growth serum]-[[shark]-[[growth serum]-[[kangaroo]-[[growth serum]-[bird]]]]]]', 10)]",100,animals
3,6,"('mutation catalyst', '[mutation catalyst]-[[growth serum]-[[shark]-[[growth serum]-[[kangaroo]-[[growth serum]-[bird]]]]]]')","('[mutation catalyst]-[[mutation catalyst]-[[growth serum]-[[shark]-[[growth serum]-[[kangaroo]-[[growth serum]-[bird]]]]]]]', 100)",100,4,"[('butterfly', 0), ('[mutation catalyst]-[[mutation catalyst]-[[growth serum]-[[shark]-[[growth serum]-[[kangaroo]-[[growth serum]-[bird]]]]]]]', 100)]",100,animals
3,7,,,100,4,"[('butterfly', 0), ('[mutation catalyst]-[[mutation catalyst]-[[growth serum]-[[shark]-[[growth serum]-[[kangaroo]-[[growth serum]-[bird]]]]]]]', 100)]",100,animals
4,0,"('growth serum', 'butterfly')","('[growth serum]-[butterfly]', 5)",5,6,"[('zebra', 0), ('whale', 0), ('lizard', 0), ('[growth serum]-[butterfly]', 5)]",100,animals
4,1,"('zebra', '[growth serum]-[butterfly]')","('[zebra]-[[growth serum]-[butterfly]]', 10)",10,5,"[('whale', 0), ('lizard', 0), ('[zebra]-[[growth serum]-[butterfly]]', 10)]",100,animals
4,2,"('growth serum', '[zebra]-[[growth serum]-[butterfly]]')","('[growth serum]-[[zebra]-[[growth serum]-[butterfly]]]', 25)",25,5,"[('whale', 0), ('lizard', 0), ('[growth serum]-[[zebra]-[[growth serum]-[butterfly]]]', 25)]",100,animals
4,3,"('whale', '[growth serum]-[[zebra]-[[growth serum]-[butterfly]]]')","('[whale]-[[growth serum]-[[zebra]-[[growth serum]-[butterfly]]]]', 30)",30,4,"[('lizard', 0), ('[whale]-[[growth serum]-[[zebra]-[[growth serum]-[butterfly]]]]', 30)]",100,animals
4,4,"('growth serum', '[whale]-[[growth serum]-[[zebra]-[[growth serum]-[butterfly]]]]')","('[growth serum]-[[whale]-[[growth serum]-[[zebra]-[[growth serum]-[butterfly]]]]]', 55)",55,4,"[('lizard', 0), ('[growth serum]-[[whale]-[[growth serum]-[[zebra]-[[growth serum]-[butterfly]]]]]', 55)]",100,animals
4,5,"('mutation catalyst', '[growth serum]-[[whale]-[[growth serum]-[[zebra]-[[growth serum]-[butterfly]]]]]')","('[mutation catalyst]-[[growth serum]-[[whale]-[[growth serum]-[[zebra]-[[growth serum]-[butterfly]]]]]]', 10)",10,4,"[('lizard', 0), ('[mutation catalyst]-[[growth serum]-[[whale]-[[growth serum]-[[zebra]-[[growth serum]-[butterfly]]]]]]', 10)]",100,animals
4,6,"('mutation catalyst', '[mutation catalyst]-[[growth serum]-[[whale]-[[growth serum]-[[zebra]-[[growth serum]-[butterfly]]]]]]')","('[mutation catalyst]-[[mutation catalyst]-[[growth serum]-[[whale]-[[growth serum]-[[zebra]-[[growth serum]-[butterfly]]]]]]]', 100)",100,4,"[('lizard', 0), ('[mutation catalyst]-[[mutation catalyst]-[[growth serum]-[[whale]-[[growth serum]-[[zebra]-[[growth serum]-[butterfly]]]]]]]', 100)]",100,animals
4,7,,,100,4,"[('lizard', 0), ('[mutation catalyst]-[[mutation catalyst]-[[growth serum]-[[whale]-[[growth serum]-[[zebra]-[[growth serum]-[butterfly]]]]]]]', 100)]",100,animals
5,0,"('growth serum', 'butterfly')","('[growth serum]-[butterfly]', 5)",5,6,"[('zebra', 0), ('octopus', 0), ('snake', 0), ('[growth serum]-[butterfly]', 5)]",100,animals
5,1,"('zebra', 'octopus')","('[zebra]-[octopus]', 5)",5,5,"[('snake', 0), ('[growth serum]-[butterfly]', 5), ('[zebra]-[octopus]', 5)]",100,animals
5,2,"('[growth serum]-[butterfly]', '[zebra]-[octopus]')","('[[growth serum]-[butterfly]]-[[zebra]-[octopus]]', 15)",15,4,"[('snake', 0), ('[[growth serum]-[butterfly]]-[[zebra]-[octopus]]', 15)]",100,animals
5,3,"('growth serum', '[[growth serum]-[butterfly]]-[[zebra]-[octopus]]')","('[growth serum]-[[[growth serum]-[butterfly]]-[[zebra]-[octopus]]]', 40)",40,4,"[('snake', 0), ('[growth serum]-[[[growth serum]-[butterfly]]-[[zebra]-[octopus]]]', 40)]",100,animals
5,4,"('growth serum', '[growth serum]-[[[growth serum]-[butterfly]]-[[zebra]-[octopus]]]')","('[growth serum]-[[growth serum]-[[[growth serum]-[butterfly]]-[[zebra]-[octopus]]]]', 55)",55,4,"[('snake', 0), ('[growth serum]-[[growth serum]-[[[growth serum]-[butterfly]]-[[zebra]-[octopus]]]]', 55)]",100,animals
5,5,"('mutation catalyst', '[growth serum]-[[growth serum]-[[[growth serum]-[butterfly]]-[[zebra]-[octopus]]]]')","('[mutation catalyst]-[[growth serum]-[[growth serum]-[[[growth serum]-[butterfly]]-[[zebra]-[octopus]]]]]', 10)",10,4,"[('snake', 0), ('[mutation catalyst]-[[growth serum]-[[growth serum]-[[[growth serum]-[butterfly]]-[[zebra]-[octopus]]]]]', 10)]",100,animals
5,6,"('mutation catalyst', '[mutation catalyst]-[[growth serum]-[[growth serum]-[[[growth serum]-[butterfly]]-[[zebra]-[octopus]]]]]')","('[mutation catalyst]-[[mutation catalyst]-[[growth serum]-[[growth serum]-[[[growth serum]-[butterfly]]-[[zebra]-[octopus]]]]]]', 100)",100,4,"[('snake', 0), ('[mutation catalyst]-[[mutation catalyst]-[[growth serum]-[[growth serum]-[[[growth serum]-[butterfly]]-[[zebra]-[octopus]]]]]]', 100)]",100,animals
5,7,,,100,4,"[('snake', 0), ('[mutation catalyst]-[[mutation catalyst]-[[growth serum]-[[growth serum]-[[[growth serum]-[butterfly]]-[[zebra]-[octopus]]]]]]', 100)]",100,animals
6,0,"('pufferfish', 'bird')","('[pufferfish]-[bird]', 5)",5,5,"[('giraffe', 0), ('kangaroo', 0), ('[pufferfish]-[bird]', 5)]",100,animals
6,1,"('growth serum', '[pufferfish]-[bird]')","('[growth serum]-[[pufferfish]-[bird]]', 15)",15,5,"[('giraffe', 0), ('kangaroo', 0), ('[growth serum]-[[pufferfish]-[bird]]', 15)]",100,animals
6,2,"('growth serum', '[growth serum]-[[pufferfish]-[bird]]')","('[growth serum]-[[growth serum]-[[pufferfish]-[bird]]]', 25)",25,5,"[('giraffe', 0), ('kangaroo', 0), ('[growth serum]-[[growth serum]-[[pufferfish]-[bird]]]', 25)]",100,animals
6,3,"('giraffe', '[growth serum]-[[growth serum]-[[pufferfish]-[bird]]]')","('[giraffe]-[[growth serum]-[[growth serum]-[[pufferfish]-[bird]]]]', 30)",30,4,"[('kangaroo', 0), ('[giraffe]-[[growth serum]-[[growth serum]-[[pufferfish]-[bird]]]]', 30)]",100,animals
6,4,"('growth serum', '[giraffe]-[[growth serum]-[[growth serum]-[[pufferfish]-[bird]]]]')","('[growth serum]-[[giraffe]-[[growth serum]-[[growth serum]-[[pufferfish]-[bird]]]]]', 55)",55,4,"[('kangaroo', 0), ('[growth serum]-[[giraffe]-[[growth serum]-[[growth serum]-[[pufferfish]-[bird]]]]]', 55)]",100,animals
6,5,"('mutation catalyst', '[growth serum]-[[giraffe]-[[growth serum]-[[growth serum]-[[pufferfish]-[bird]]]]]')","('[mutation catalyst]-[[growth serum]-[[giraffe]-[[growth serum]-[[growth serum]-[[pufferfish]-[bird]]]]]]', 10)",10,4,"[('kangaroo', 0), ('[mutation catalyst]-[[growth serum]-[[giraffe]-[[growth serum]-[[growth serum]-[[pufferfish]-[bird]]]]]]', 10)]",100,animals
6,6,"('mutation catalyst', '[mutation catalyst]-[[growth serum]-[[giraffe]-[[growth serum]-[[growth serum]-[[pufferfish]-[bird]]]]]]')","('[mutation catalyst]-[[mutation catalyst]-[[growth serum]-[[giraffe]-[[growth serum]-[[growth serum]-[[pufferfish]-[bird]]]]]]]', 100)",100,4,"[('kangaroo', 0), ('[mutation catalyst]-[[mutation catalyst]-[[growth serum]-[[giraffe]-[[growth serum]-[[growth serum]-[[pufferfish]-[bird]]]]]]]', 100)]",100,animals
6,7,,,100,4,"[('kangaroo', 0), ('[mutation catalyst]-[[mutation catalyst]-[[growth serum]-[[giraffe]-[[growth serum]-[[growth serum]-[[pufferfish]-[bird]]]]]]]', 100)]",100,animals
7,0,"('growth serum', 'bird')","('[growth serum]-[bird]', 5)",5,6,"[('zebra', 0), ('crab', 0), ('octopus', 0), ('[growth serum]-[bird]', 5)]",100,animals
7,1,"('zebra', 'crab')","('[zebra]-[crab]', 5)",5,5,"[('octopus', 0), ('[growth serum]-[bird]', 5), ('[zebra]-[crab]', 5)]",100,animals
7,2,"('[growth serum]-[bird]', '[zebra]-[crab]')","('[[growth serum]-[bird]]-[[zebra]-[crab]]', 15)",15,4,"[('octopus', 0), ('[[growth serum]-[bird]]-[[zebra]-[crab]]', 15)]",100,animals
7,3,"('growth serum', '[[growth serum]-[bird]]-[[zebra]-[crab]]')","('[growth serum]-[[[growth serum]-[bird]]-[[zebra]-[crab]]]', 40)",40,4,"[('octopus', 0), ('[growth serum]-[[[growth serum]-[bird]]-[[zebra]-[crab]]]', 40)]",100,animals
7,4,"('growth serum', '[growth serum]-[[[growth serum]-[bird]]-[[zebra]-[crab]]]')","('[growth serum]-[[growth serum]-[[[growth serum]-[bird]]-[[zebra]-[crab]]]]', 55)",55,4,"[('octopus', 0), ('[growth serum]-[[growth serum]-[[[growth serum]-[bird]]-[[zebra]-[crab]]]]', 55)]",100,animals
7,5,"('mutation catalyst', '[growth serum]-[[growth serum]-[[[growth serum]-[bird]]-[[zebra]-[crab]]]]')","('[mutation catalyst]-[[growth serum]-[[growth serum]-[[[growth serum]-[bird]]-[[zebra]-[crab]]]]]', 10)",10,4,"[('octopus', 0), ('[mutation catalyst]-[[growth serum]-[[growth serum]-[[[growth serum]-[bird]]-[[zebra]-[crab]]]]]', 10)]",100,animals
7,6,"('mutation catalyst', '[mutation catalyst]-[[growth serum]-[[growth serum]-[[[growth serum]-[bird]]-[[zebra]-[crab]]]]]')","('[mutation catalyst]-[[mutation catalyst]-[[growth serum]-[[growth serum]-[[[growth serum]-[bird]]-[[zebra]-[crab]]]]]]', 100)",100,4,"[('octopus', 0), ('[mutation catalyst]-[[mutation catalyst]-[[growth serum]-[[growth serum]-[[[growth serum]-[bird]]-[[zebra]-[crab]]]]]]', 100)]",100,animals
7,7,,,100,4,"[('octopus', 0), ('[mutation catalyst]-[[mutation catalyst]-[[growth serum]-[[growth serum]-[[[growth serum]-[bird]]-[[zebra]-[crab]]]]]]', 100)]",100,animals
8,0,"('growth serum', 'butterfly')","('[growth serum]-[butterfly]', 5)",5,6,"[('elephant', 0), ('squid', 0), ('kangaroo', 0), ('[growth serum]-[butterfly]', 5)]",100,animals
8,1,"('squid', 'kangaroo')","('[squid]-[kangaroo]', 5)",5,5,"[('elephant', 0), ('[growth serum]-[butterfly]', 5), ('[squid]-[kangaroo]', 5)]",100,animals
8,2,"('[growth serum]-[butterfly]', '[squid]-[kangaroo]')","('[[growth serum]-[butterfly]]-[[squid]-[kangaroo]]', 15)",15,4,"[('elephant', 0), ('[[growth serum]-[butterfly]]-[[squid]-[kangaroo]]', 15)]",100,animals
8,3,"('growth serum', '[[growth serum]-[butterfly]]-[[squid]-[kangaroo]]')","('[growth serum]-[[[growth serum]-[butterfly]]-[[squid]-[kangaroo]]]', 40)",40,4,"[('elephant', 0), ('[growth serum]-[[[growth serum]-[butterfly]]-[[squid]-[kangaroo]]]', 40)]",100,animals
8,4,"('growth serum', '[growth serum]-[[[growth serum]-[butterfly]]-[[squid]-[kangaroo]]]')","('[growth serum]-[[growth serum]-[[[growth serum]-[butterfly]]-[[squid]-[kangaroo]]]]', 55)",55,4,"[('elephant', 0), ('[growth serum]-[[growth serum]-[[[growth serum]-[butterfly]]-[[squid]-[kangaroo]]]]', 55)]",100,animals
8,5,"('mutation catalyst', '[growth serum]-[[growth serum]-[[[growth serum]-[butterfly]]-[[squid]-[kangaroo]]]]')","('[mutation catalyst]-[[growth serum]-[[growth serum]-[[[growth serum]-[butterfly]]-[[squid]-[kangaroo]]]]]', 10)",10,4,"[('elephant', 0), ('[mutation catalyst]-[[growth serum]-[[growth serum]-[[[growth serum]-[butterfly]]-[[squid]-[kangaroo]]]]]', 10)]",100,animals
8,6,"('mutation catalyst', '[mutation catalyst]-[[growth serum]-[[growth serum]-[[[growth serum]-[butterfly]]-[[squid]-[kangaroo]]]]]')","('[mutation catalyst]-[[mutation catalyst]-[[growth serum]-[[growth serum]-[[[growth serum]-[butterfly]]-[[squid]-[kangaroo]]]]]]', 100)",100,4,"[('elephant', 0), ('[mutation catalyst]-[[mutation catalyst]-[[growth serum]-[[growth serum]-[[[growth serum]-[butterfly]]-[[squid]-[kangaroo]]]]]]', 100)]",100,animals
8,7,,,100,4,"[('elephant', 0), ('[mutation catalyst]-[[mutation catalyst]-[[growth serum]-[[growth serum]-[[[growth serum]-[butterfly]]-[[squid]-[kangaroo]]]]]]', 100)]",100,animals
9,0,"('pufferfish', 'butterfly')","('[pufferfish]-[butterfly]', 5)",5,5,"[('giraffe', 0), ('panda', 0), ('[pufferfish]-[butterfly]', 5)]",100,animals
9,1,"('growth serum', '[pufferfish]-[butterfly]')","('[growth serum]-[[pufferfish]-[butterfly]]', 15)",15,5,"[('giraffe', 0), ('panda', 0), ('[growth serum]-[[pufferfish]-[butterfly]]', 15)]",100,animals
9,2,"('growth serum', '[growth serum]-[[pufferfish]-[butterfly]]')","('[growth serum]-[[growth serum]-[[pufferfish]-[butterfly]]]', 25)",25,5,"[('giraffe', 0), ('panda', 0), ('[growth serum]-[[growth serum]-[[pufferfish]-[butterfly]]]', 25)]",100,animals
9,3,"('giraffe', '[growth serum]-[[growth serum]-[[pufferfish]-[butterfly]]]')","('[giraffe]-[[growth serum]-[[growth serum]-[[pufferfish]-[butterfly]]]]', 30)",30,4,"[('panda', 0), ('[giraffe]-[[growth serum]-[[growth serum]-[[pufferfish]-[butterfly]]]]', 30)]",100,animals
9,4,"('growth serum', '[giraffe]-[[growth serum]-[[growth serum]-[[pufferfish]-[butterfly]]]]')","('[growth serum]-[[giraffe]-[[growth serum]-[[growth serum]-[[pufferfish]-[butterfly]]]]]', 55)",55,4,"[('panda', 0), ('[growth serum]-[[giraffe]-[[growth serum]-[[growth serum]-[[pufferfish]-[butterfly]]]]]', 55)]",100,animals
9,5,"('mutation catalyst', '[growth serum]-[[giraffe]-[[growth serum]-[[growth serum]-[[pufferfish]-[butterfly]]]]]')","('[mutation catalyst]-[[growth serum]-[[giraffe]-[[growth serum]-[[growth serum]-[[pufferfish]-[butterfly]]]]]]', 10)",10,4,"[('panda', 0), ('[mutation catalyst]-[[growth serum]-[[giraffe]-[[growth serum]-[[growth serum]-[[pufferfish]-[butterfly]]]]]]', 10)]",100,animals
9,6,"('mutation catalyst', '[mutation catalyst]-[[growth serum]-[[giraffe]-[[growth serum]-[[growth serum]-[[pufferfish]-[butterfly]]]]]]')","('[mutation catalyst]-[[mutation catalyst]-[[growth serum]-[[giraffe]-[[growth serum]-[[growth serum]-[[pufferfish]-[butterfly]]]]]]]', 100)",100,4,"[('panda', 0), ('[mutation catalyst]-[[mutation catalyst]-[[growth serum]-[[giraffe]-[[growth serum]-[[growth serum]-[[pufferfish]-[butterfly]]]]]]]', 100)]",100,animals
9,7,,,100,4,"[('panda', 0), ('[mutation catalyst]-[[mutation catalyst]-[[growth serum]-[[giraffe]-[[growth serum]-[[growth serum]-[[pufferfish]-[butterfly]]]]]]]', 100)]",100,animals
